seqid	pos	likeratio	avg_coverage	sim_state	hmm_state
chr1	3669	43.18142694	3.88	1	1
chr1	3689	39.71190467	2.6	1	1
chr1	3699	33.80413524	4.04	1	1
chr1	3812	4.26371091	2.8	1	0
chr1	3914	8.43337459	3.48	1	1
chr1	3918	43.63247142	3.9	1	1
chr1	3954	25.75208318	2.8	1	1
chr1	4004	38.60846789	5.16	1	1
chr1	4019	7.00387007	2.08	1	0
chr1	4146	6.25370292	2.84	1	1
chr1	4151	50.07721801	4.36	1	1
chr1	4353	26.35649654	3.2	1	1
chr1	4383	8.29753345	2.6	1	0
chr1	4489	0.01547517	1.66	0	0
chr1	4520	0.09430091	2.02	0	0
chr1	4620	0	1.62	0	0
chr1	4678	1e-08	1.96	0	0
chr1	4710	0	2.16	0	0
chr1	4777	4.51854716	1.98	0	0
chr1	4836	0.0286919	2.64	0	0
chr1	4934	1e-08	2.12	0	0
chr1	4994	0	2	0	0
chr1	5023	3.9339546	2.04	0	0
chr1	5049	0	2.16	0	0
chr1	5102	0	2.2	0	0
chr1	5297	0.18572881	2.02	0	0
chr1	5320	0	2.78	0	0
chr1	5411	0	1.1	0	0
chr1	5418	0	1.1	0	0
chr1	5494	3.55397762	2.12	0	0
chr1	5597	0.00204681	2.16	0	0
chr1	5601	0.24426836	2.06	0	0
chr1	5682	0	1.66	0	0
chr1	5760	0	2.14	0	0
chr1	5843	0	2.02	0	0
chr1	5897	0	2.1	0	0
chr1	5941	0	1.96	0	0
chr1	5952	0.54762613	2.58	0	0
chr1	5994	4.5e-07	1.94	0	0
chr1	6000	0	2.42	0	0
chr1	6082	0	2.64	0	0
chr1	6101	2.27497851	2.12	0	0
chr1	6240	0.00059824	1.82	0	0
chr1	6333	0	1.54	0	0
chr1	6425	1e-08	2.02	0	0
chr1	6462	1.19722525	2.26	0	0
chr1	6509	0	2.58	0	0
chr1	6529	0.45341875	1.88	0	0
chr1	6610	0	2.2	0	0
chr1	6643	0.25435208	2.18	0	0
chr1	6673	0	1.76	0	0
chr1	6678	0	1.78	0	0
chr1	6683	0.00033193	1.96	0	0
chr1	6693	0.07109105	1.54	0	0
chr1	6774	0	2.32	0	0
chr1	6816	0.08326083	1.94	0	0
chr1	6850	0	2.72	0	0
chr1	6902	0.0418372	2.48	0	0
chr1	6930	1e-08	2.22	0	0
chr1	6954	3.20135041	2.02	0	0
chr1	6993	1.05482421	1.48	0	0
chr1	6997	0	1.46	0	0
chr1	7046	0	2.14	0	0
chr1	7079	0.07645071	2.64	0	0
chr1	7089	0.13147392	3.16	0	0
chr1	7162	0.36502764	2.76	0	0
chr1	7218	0.20739951	2.14	0	0
chr1	7220	0.00016957	2.04	0	0
chr1	7266	0.92843572	2.46	0	0
chr1	7323	0.75298029	2.1	0	0
chr1	7362	0.00672721	2.16	0	0
chr1	7443	0	1.98	0	0
chr1	7488	0.06760029	2.4	0	0
chr1	7540	0	2.46	0	0
chr1	7629	0.72993318	2.06	0	0
chr1	7630	0	2.12	0	0
chr1	7702	0	2.2	0	0
chr1	7745	0	2.38	0	0
chr1	7780	4.53617688	2.2	0	0
chr1	7861	0.44749951	2.18	0	0
chr1	7863	0.0158597	1.8	0	0
chr1	7864	0	2.36	0	0
chr1	7950	1.62160419	1.98	0	0
chr1	7952	0.66708437	2.42	0	0
chr1	8051	0.15466687	1.88	0	0
chr1	8089	0.00190073	1.84	0	0
chr1	8122	0	1.88	0	0
chr1	8127	0.11112644	1.8	0	0
chr1	8211	0.00169314	1.88	0	0
chr1	8282	0	1.88	0	0
chr1	8359	0.02580062	2.02	0	0
chr1	8374	0.42940747	1.76	0	0
chr1	8409	0.19557792	1.44	0	0
chr1	8420	0	1.68	0	0
chr1	8436	0.02952184	1.74	0	0
chr1	8442	0	1.82	0	0
chr1	8466	0	1.26	0	0
chr1	8488	0.02245513	2.04	0	0
chr1	8531	0	1.7	0	0
chr1	8534	0.00820275	1.56	0	0
chr1	8536	0	1.74	0	0
chr1	8542	5.10752723	1.88	0	0
chr1	8576	1.04541757	1.5	0	0
chr1	8686	0.02051797	1.86	0	0
chr1	8694	0.40170832	2.3	0	0
chr1	8708	0.8266067	2.02	0	0
chr1	8720	0	2.36	0	0
chr1	8894	30.93894109	5.98	1	1
chr1	8979	39.19273838	3.5	1	1
chr1	8989	31.47356247	2.42	1	1
chr1	9023	4.81728321	4	1	1
chr1	9032	12.45837724	4.62	1	1
chr1	9068	15.83116687	4.94	1	1
chr1	9070	37.14075552	3.52	1	1
chr1	9083	42.70614842	4.92	1	1
chr1	9121	11.54653909	2.1	1	1
chr1	9137	29.72067901	4.06	1	1
chr1	9185	43.21902543	3.94	1	1
chr1	9223	20.8230028	3.86	1	1
chr1	9251	7.77267298	4.28	1	1
chr1	9337	24.04414365	4.2	1	1
chr1	9387	35.78410317	4.22	1	1
chr1	9425	46.0309167	3.3	1	1
chr1	9442	31.24867829	3.3	1	1
chr1	9489	21.36356919	5.02	1	1
chr1	9517	49.19590109	4.34	1	1
chr1	9562	17.93723518	5.56	1	1
chr1	9572	47.05487476	5.52	1	1
chr1	9595	15.04732072	3.94	1	1
chr1	9618	27.192755	2.9	1	1
chr1	9671	35.12290998	3.74	1	1
chr1	9683	15.96064846	2.96	1	1
chr1	9768	20.58649117	5.36	1	1
chr1	9772	26.26175033	4.96	1	1
chr1	9925	13.68083997	2.4	1	1
chr1	9926	19.90563428	4.1	1	1
chr1	10011	12.95740113	4.6	1	1
chr1	10088	1.00217716	3	1	0
chr1	10134	10.3253303	3.62	1	1
chr1	10176	47.38026293	3.68	1	1
chr1	10197	16.44170589	3.98	1	1
chr1	10198	28.45205056	5.78	1	1
chr1	10219	31.98942605	4.98	1	1
chr1	10258	0.06352297	4.28	1	1
chr1	10263	10.73072832	3.32	1	1
chr1	10330	13.33313302	3.22	1	1
chr1	10331	22.01971713	4.04	1	1
chr1	10348	57.21847301	6.36	1	1
chr1	10409	23.37580262	3.32	1	1
chr1	10451	44.42930274	2.9	1	1
chr1	10728	19.19273042	5.9	1	1
chr1	10731	14.81151232	4.94	1	1
chr1	10809	5.02805232	4.24	1	1
chr1	10858	21.15422871	3.94	1	1
chr1	10939	26.8811521	5.38	1	1
chr1	11061	9.17622086	4.42	1	1
chr1	11107	8.32409277	5.14	1	1
chr1	11114	8.40084743	3.42	1	1
chr1	11163	3.61897989	1.7	1	0
chr1	11204	2.5283802	2.1	0	0
chr1	11310	2.47546747	1.88	0	0
chr1	11429	0	2.14	0	0
chr1	11496	0.03140067	1.58	0	0
chr1	11500	0.10334744	2.78	0	0
chr1	11611	0.06647407	2.42	0	0
chr1	11658	0	1.42	0	0
chr1	11701	0	1.86	0	0
chr1	11747	0.09432413	1.9	0	0
chr1	11809	4.58892021	2.24	0	0
chr1	11883	0.39922432	1.72	0	0
chr1	11897	2.11502033	3.14	0	0
chr1	11918	0.02118451	1.92	0	0
chr1	11932	0	2.32	0	0
chr1	12161	0	1.82	0	0
chr1	12167	0	2.1	0	0
chr1	12263	0.07126434	1.46	0	0
chr1	12269	0.19793572	2.08	0	0
chr1	12321	1.09582351	2	0	0
chr1	12343	0	1.78	0	0
chr1	12363	0	1.86	0	0
chr1	12427	0.86183456	2.54	0	0
chr1	12445	0.60609819	2.44	0	0
chr1	12568	1.62330974	1.82	0	0
chr1	12577	0	1.42	0	0
chr1	12633	0.76651061	2.14	0	0
chr1	12642	0.09170358	1.72	0	0
chr1	12710	2.68490346	1.74	0	0
chr1	12776	0.06576785	2.02	0	0
chr1	12798	1.11454973	2.06	0	0
chr1	12890	0	1.24	0	0
chr1	12896	0.67770738	2.48	0	0
chr1	12900	1e-08	2.14	0	0
chr1	12968	0	2.32	0	0
chr1	13110	0	2.04	0	0
chr1	13118	0.02849307	2.52	0	0
chr1	13133	0.11728863	1.92	0	0
chr1	13187	0	2.36	0	0
chr1	13198	0	1.68	0	0
chr1	13274	0.00533531	1.58	0	0
chr1	13282	3.5e-07	2.08	0	0
chr1	13449	0.00030936	1.6	0	0
chr1	13494	0	2.46	0	0
chr1	13497	0	1.74	0	0
chr1	13531	0	2.16	0	0
chr1	13562	0	1.68	0	0
chr1	13590	1.4013821	2.08	0	0
chr1	13639	0.33528883	2.24	0	0
chr1	13650	0.75729219	2.32	0	0
chr1	13802	1.04108823	2.12	0	0
chr1	13830	0	2.4	0	0
chr1	14023	0	2.66	0	0
chr1	14058	2.90894142	2.1	0	0
chr1	14125	0.61933681	2.54	0	0
chr1	14211	2.15229954	1.76	0	0
chr1	14214	0	2.44	0	0
chr1	14218	0.92585765	2.12	0	0
chr1	14313	0.34751166	2.54	0	0
chr1	14349	0	1.74	0	0
chr1	14350	2.46983475	1.86	0	0
chr1	14363	0.09352091	2.22	0	0
chr1	14394	0.73930211	2.1	0	0
chr1	14402	0.25603473	2.04	0	0
chr1	14426	0	1.46	0	0
chr1	14509	0	2.34	0	0
chr1	14538	0	2.52	0	0
chr1	14594	1e-08	1.7	0	0
chr1	14608	0.47840744	2.38	0	0
chr1	14665	0.04107739	1.88	0	0
chr1	14666	0.04741184	2	0	0
chr1	14792	0.71121584	1.68	0	0
chr1	14803	0	1.96	0	0
chr1	14891	9.341e-05	2.38	0	0
chr1	14942	0	1.3	0	0
chr1	14945	0.07879512	2.14	0	0
chr1	15070	1.82826551	2.24	0	0
chr1	15088	0	1.62	0	0
chr1	15121	0	1.62	0	0
chr1	15146	4.23676488	2.38	0	0
chr1	15151	0	2.2	0	0
chr1	15157	0	2.38	0	0
chr1	15258	6.49634433	1.66	0	0
chr1	15397	0	1.56	0	0
chr1	15427	0	2.5	0	0
chr1	15433	0	1.76	0	0
chr1	15620	2.07716918	1.5	0	0
chr1	15692	0.87502436	1.54	0	0
chr1	15782	0.70992771	2.62	0	0
chr1	15797	0.03299829	1.66	0	0
chr1	15831	0	2.28	0	0
chr1	15842	0	1.98	0	0
chr1	15999	0.84041128	2.08	0	0
chr1	16037	0.11368434	1.84	0	0
chr1	16039	0.50770382	1.78	0	0
chr1	16056	0	1.74	0	0
chr1	16117	1.24281993	2.02	0	0
chr1	16125	0.12808978	1.34	0	0
chr1	16175	0.65529894	2.52	0	0
chr1	16237	0	2.58	0	0
chr1	16307	0	2.7	0	0
chr1	16328	0.50737081	2.1	0	0
chr1	16345	0	1.9	0	0
chr1	16369	0.18920435	1.76	0	0
chr1	16379	4.5e-07	1.94	0	0
chr1	16440	0.96737424	1.84	0	0
chr1	16679	0	1.84	0	0
chr1	16784	0	1.7	0	0
chr1	16816	0	1.7	0	0
chr1	16867	0	2.44	0	0
chr1	16881	0	2.48	0	0
chr1	16933	0	2.42	0	0
chr1	16958	0	1.92	0	0
chr1	17013	1e-08	2.84	0	0
chr1	17016	0	1.72	0	0
chr1	17126	0.51536283	2.74	0	0
chr1	17141	0	2.92	0	0
chr1	17296	0.31327755	2.22	0	0
chr1	17323	0	2.14	0	0
chr1	17405	0	1.86	0	0
chr1	17418	0	2.22	0	0
chr1	17615	1.30496566	2.7	0	0
chr1	17692	0.97169887	1.7	0	0
chr1	17707	0	1.7	0	0
chr1	17833	0.87633866	2.1	0	0
chr1	17871	0.06880973	2.06	0	0
chr1	17897	0	1.86	0	0
chr1	17914	1.26233809	1.72	0	0
chr1	17980	0	1.34	0	0
chr1	18063	0.03497499	2.34	0	0
chr1	18104	0.79125152	1.7	0	0
chr1	18186	1.4592186	1.86	0	0
chr1	18204	0	2.22	0	0
chr1	18230	4.41081878	2.6	0	0
chr1	18358	0.04923685	1.54	0	0
chr1	18420	1.68038875	2.28	0	0
chr1	18481	0.04914838	2.04	0	0
chr1	18496	0	2.64	0	0
chr1	18546	0	2.22	0	0
chr1	18558	0	2.22	0	0
chr1	18561	0	1.64	0	0
chr1	18704	0	1.66	0	0
chr1	18740	0	2.16	0	0
chr1	18776	0	1.76	0	0
chr1	18896	3.07460097	1.24	0	0
chr1	18939	0.94881143	2.7	0	0
chr1	19021	0.01016362	2.36	0	0
chr1	19027	0	2.24	0	0
chr1	19049	0.48109759	2.2	0	0
chr1	19118	1e-08	2.14	0	0
chr1	19187	0	1.58	0	0
chr1	19192	0.54070643	1.78	0	0
chr1	19226	0.03755781	1.7	0	0
chr1	19228	0.65365784	1.4	0	0
chr1	19297	0.00240544	2	0	0
chr1	19326	0.37424035	1.68	0	0
chr1	19334	0.27813156	1.98	0	0
chr1	19355	0	2.2	0	0
chr1	19379	2.19148267	1.48	0	0
chr1	19390	0.4218851	2.36	0	0
chr1	19480	0	2.2	0	0
chr1	19501	0.27771162	1.56	0	0
chr1	19575	0.13618636	2.12	0	0
chr1	19610	1.30271288	2.1	0	0
chr1	19644	0	1.22	0	0
chr1	19652	0	1.96	0	0
chr1	19762	0.26910526	1.92	0	0
chr1	19772	0.26558824	2.26	0	0
chr1	19799	0.06470304	1.4	0	0
chr1	19804	0.50535429	2.04	0	0
chr1	19898	0.0015089	2.12	0	0
chr1	19908	1.46299189	1.88	0	0
chr1	19921	0.3233061	2.06	0	0
chr1	19951	0	1.82	0	0
chr1	19953	0.01178001	1.6	0	0
chr1	19991	0.42868322	1.84	0	0
chr1	19997	0.02914962	2.52	0	0
chr1	20000	0.1443445	1.84	0	0
chr1	20015	0.69351583	2.4	0	0
chr1	20023	0	1.96	0	0
chr1	20029	0.00396706	2.2	0	0
chr1	20075	0.09732665	1.94	0	0
chr1	20076	1.7509988	2.04	0	0
chr1	20127	0	2.22	0	0
chr1	20136	0	1.7	0	0
chr1	20167	3.67748751	2.08	0	0
chr1	20180	0.01293429	2.74	0	0
chr1	20224	1e-08	2.28	0	0
chr1	20261	0	1.44	0	0
chr1	20313	0	1.56	0	0
chr1	20389	0.00782229	1.12	0	0
chr1	20605	0	2.22	0	0
chr1	20696	0	2.4	0	0
chr1	20731	0	2.66	0	0
chr1	20746	0	2.66	0	0
chr1	20796	0.23106069	1.7	0	0
chr1	20899	0	2	0	0
chr1	20948	0.4289002	1.92	0	0
chr1	20972	0.01940524	2.28	0	0
chr1	21062	1.24390397	1.62	0	0
chr1	21223	0	1.74	0	0
chr1	21353	0.37809684	1.76	0	0
chr1	21380	1e-08	1.98	0	0
chr1	21401	0.08114364	2.54	0	0
chr1	21414	0.3982126	2.2	0	0
chr1	21432	0.00059824	1.82	0	0
chr1	21598	0	1.92	0	0
chr1	21655	0	1.94	0	0
chr1	21715	0.48003583	2.68	0	0
chr1	21731	0.13511227	1.58	0	0
chr1	21792	0	1.66	0	0
chr1	21854	0.61251088	2.6	0	0
chr1	21883	0	1.78	0	0
chr1	21929	3.5e-07	2.08	0	0
chr1	22288	0.43539812	1.92	0	0
chr1	22313	0.61479021	1.96	0	0
chr1	22465	0	1.44	0	0
chr1	22537	0	2.12	0	0
chr1	22572	0	1.56	0	0
chr1	22675	0.29470217	2.22	0	0
chr1	22730	0.04914838	2.04	0	0
chr1	22749	0.5925171	1.58	0	0
chr1	22755	1.26552964	1.98	0	0
chr1	22792	0.02409297	2.14	0	0
chr1	22793	1.36013491	1.5	0	0
chr1	22804	0	2.08	0	0
chr1	22833	2.08859546	2.1	0	0
chr1	22943	0	2.02	0	0
chr1	23049	0	2	0	0
chr1	23060	0.09732665	1.94	0	0
chr1	23103	0	2.04	0	0
chr1	23214	0.37063034	2.64	0	0
chr1	23360	0	2.5	0	0
chr1	23371	0	1.84	0	0
chr1	23392	0.02775571	2.46	0	0
chr1	23430	0	2.1	0	0
chr1	23493	0.00478706	2.5	0	0
chr1	23496	3.34999567	1.9	0	0
chr1	23503	0	1.7	0	0
chr1	23637	0.77484474	3.26	0	0
chr1	23648	0.67666649	2.58	0	0
chr1	23863	0	1.96	0	0
chr1	23881	0	2.6	0	0
chr1	23902	0	2.12	0	0
chr1	23907	0.19988256	2.42	0	0
chr1	23998	0	2.16	0	0
chr1	24019	0	1.98	0	0
chr1	24066	1.1341879	2.24	0	0
chr1	24123	1.17838688	2.08	0	0
chr1	24169	0.08994547	2	0	0
chr1	24178	1e-08	1.54	0	0
chr1	24182	0.00316111	1.88	0	0
chr1	24253	0.50535429	2.04	0	0
chr1	24259	3.67748751	2.08	0	0
chr1	24264	0.10091036	2.44	0	0
chr1	24298	0.03140067	1.58	0	0
chr1	24360	0.69853734	1.64	0	0
chr1	24361	0	1.68	0	0
chr1	24422	0	2.26	0	0
chr1	24427	0.00648597	2.02	0	0
chr1	24433	0	2.12	0	0
chr1	24538	0	1.94	0	0
chr1	24574	0.00872114	2.2	0	0
chr1	24597	0	3.28	0	0
chr1	24634	0	2.12	0	0
chr1	24635	0	1.98	0	0
chr1	24729	0.00471015	2.52	0	0
chr1	24790	31.34750499	3.92	1	1
chr1	24831	1.24442718	1.86	1	0
chr1	24870	24.97135281	3.94	1	1
chr1	24882	23.31726356	4	1	1
chr1	24931	22.20703582	7.26	1	1
chr1	24962	17.07051269	4.36	1	1
chr1	25044	39.92276155	2.6	1	1
chr1	25131	26.84448154	3.52	1	1
chr1	25172	0	2.28	0	0
chr1	25271	0	2.04	0	0
chr1	25289	0.29416669	1.68	0	0
chr1	25423	0.03228785	1.36	0	0
chr1	25479	1e-08	1.9	0	0
chr1	25581	0	2.46	0	0
chr1	25602	0	2.18	0	0
chr1	25677	0	1.58	0	0
chr1	25743	0	1.78	0	0
chr1	25752	0	1.92	0	0
chr1	25847	2.45339951	1.74	0	0
chr1	25854	0	2.18	0	0
chr1	25863	0	1.68	0	0
chr1	25999	0	2.06	0	0
chr1	26034	0	1.92	0	0
chr1	26133	0.05636064	1.94	0	0
chr1	26155	4.52636977	2.18	0	0
chr1	26198	0	2	0	0
chr1	26205	0.02381332	1.96	0	0
chr1	26244	1.09405219	1.94	0	0
chr1	26247	1.08996833	1.9	0	0
chr1	26273	22.86328808	4.66	1	1
chr1	26279	42.52230004	5.18	1	1
chr1	26324	25.73309485	4.16	1	1
chr1	26328	24.91085709	6.04	1	1
chr1	26393	20.65358643	5.1	1	1
chr1	26400	68.71504013	6.7	1	1
chr1	26416	24.3100907	3.78	1	1
chr1	26446	7.18786331	3.14	1	1
chr1	26525	34.22514448	4.78	1	1
chr1	26548	8.45312928	4.52	1	1
chr1	26619	22.72916042	2.32	1	1
chr1	26625	24.14996727	3.56	1	1
chr1	26635	4.97460827	6.28	1	1
chr1	26723	42.88944834	3.16	1	1
chr1	26800	1.65266785	7.08	1	1
chr1	26813	28.09786639	6.36	1	1
chr1	26855	36.4264785	3.68	1	1
chr1	26948	1.78796754	3.14	0	0
chr1	26979	0	2.8	0	0
chr1	27059	0	1.5	0	0
chr1	27061	0.01136338	1.74	0	0
chr1	27066	4.26833349	1.94	0	0
chr1	27072	0	2.64	0	0
chr1	27075	0	1.38	0	0
chr1	27083	0	2.2	0	0
chr1	27151	0	2.04	0	0
chr1	27184	1.14350649	1.88	0	0
chr1	27188	1e-08	2.34	0	0
chr1	27230	0	1.84	0	0
chr1	27239	0	2.72	0	0
chr1	27305	0	1.88	0	0
chr1	27460	0.53484247	1.9	0	0
chr1	27543	0	1.92	0	0
chr1	27557	0	2.18	0	0
chr1	27586	0.00838442	1.18	0	0
chr1	27631	0.67604079	1.86	0	0
chr1	27677	0	1.76	0	0
chr1	27753	0.14399634	1.82	0	0
chr1	27798	0.21594958	1.28	0	0
chr1	27801	0	1.78	0	0
chr1	27825	0	1.8	0	0
chr1	27830	0.02792236	2.26	0	0
chr1	27876	0.13886367	2.44	0	0
chr1	27959	2.3686508	2.1	0	0
chr1	28008	0.16257788	1.94	0	0
chr1	28095	1e-08	1.48	0	0
chr1	28137	0	1.84	0	0
chr1	28169	3.24020834	1.84	0	0
chr1	28173	0.01954891	2.28	0	0
chr1	28188	0.42514264	2.72	0	0
chr1	28297	0.62790024	2.46	0	0
chr1	28302	0	2.24	0	0
chr1	28366	0.48517068	2.78	0	0
chr1	28371	0	1.14	0	0
chr1	28491	0	1.6	0	0
chr1	28499	2.96467382	1.58	0	0
chr1	28590	0	1.32	0	0
chr1	28713	0	2.18	0	0
chr1	28730	4.67469825	1.8	0	0
chr1	28783	0	1.44	0	0
chr1	28829	0	0.96	0	0
chr1	28875	0	2.16	0	0
chr1	28935	1.21364038	1.4	0	0
chr1	28994	0	1.52	0	0
chr1	29023	0	2.22	0	0
chr1	29085	0.32535262	1.86	0	0
chr1	29187	0.2044773	1.72	0	0
chr1	29230	0	2.22	0	0
chr1	29292	1.56805431	2.2	0	0
chr1	29321	1e-08	2.3	0	0
chr1	29440	0.5581343	1.96	0	0
chr1	29485	0.55405877	1.28	0	0
chr1	29575	0	1.6	0	0
chr1	29685	0.9661294	2.08	0	0
chr1	29904	0.74125278	1.9	0	0
chr1	29918	5.10752723	1.88	0	0
chr1	29948	0.25932689	1.76	0	0
chr1	30028	0.51987939	1.56	0	0
chr1	30032	1.13750557	2.04	0	0
chr1	30064	2.091713	1.72	0	0
chr1	30073	0.00953051	2.16	0	0
chr1	30125	0.00327851	1.86	0	0
chr1	30152	0.00283375	2.16	0	0
chr1	30294	0	1.48	0	0
chr1	30297	1e-08	2.02	0	0
chr1	30303	1.82701646	1.2	0	0
chr1	30393	0	2.26	0	0
chr1	30424	0	1.7	0	0
chr1	30473	0	2.6	0	0
chr1	30474	0	1.94	0	0
chr1	30509	0.14511286	1.28	0	0
chr1	30588	0	2.06	0	0
chr1	30629	0	1.98	0	0
chr1	30732	0.26189916	1.9	0	0
chr1	30759	0.78860035	2.4	0	0
chr1	30772	0.05763928	1.18	0	0
chr1	30863	0.12383773	1.84	0	0
chr1	30925	0.50737081	2.1	0	0
chr1	30937	0	2.24	0	0
chr1	30945	0	2.68	0	0
chr1	30948	0	2.06	0	0
chr1	30955	0.28316966	2.2	0	0
chr1	31005	0.60269726	2.54	0	0
chr1	31042	0.03348118	1.46	0	0
chr1	31055	0.23476144	2.36	0	0
chr1	31066	0.21015557	2.12	0	0
chr1	31067	0	1.32	0	0
chr1	31168	0.45440632	1.64	0	0
chr1	31173	0.33222445	1.86	0	0
chr1	31218	0	2.24	0	0
chr1	31227	1.72964125	1.84	0	0
chr1	31282	0	2.06	0	0
chr1	31401	0.18572881	2.02	0	0
chr1	31412	0	1.6	0	0
chr1	31432	0	2.22	0	0
chr1	31534	0	1.74	0	0
chr1	31552	0.01506896	1.04	0	0
chr1	31586	2.0128738	1.86	0	0
chr1	31588	0.3447704	1.72	0	0
chr1	31642	0	1.92	0	0
chr1	31770	1.76605523	1.84	0	0
chr1	31844	3.14218149	1.84	0	0
chr1	31904	0.13147392	3.16	0	0
chr1	31912	1.95775246	2.14	0	0
chr1	31970	0	1.36	0	0
chr1	31980	0	2.78	0	0
chr1	32030	0	1.74	0	0
chr1	32047	0.81681459	1.94	0	0
chr1	32069	0.05804577	1.72	0	0
chr1	32143	0.69117334	2.06	0	0
chr1	32177	1.89153094	1.66	0	0
chr1	32191	0	3	0	0
chr1	32241	0	1.8	0	0
chr1	32277	4.26684202	1.58	0	0
chr1	32289	0	1.9	0	0
chr1	32312	1.09582351	2	0	0
chr1	32337	0.84041128	2.08	0	0
chr1	32378	0	1.62	0	0
chr1	32470	0	2.04	0	0
chr1	32475	0.85524232	1.46	0	0
chr1	32492	0	2.02	0	0
chr1	32572	0	2.12	0	0
chr1	32590	1e-08	2.06	0	0
chr1	32594	1.66434112	1.76	0	0
chr1	32659	0	1.86	0	0
chr1	32684	1.96072381	1.86	0	0
chr1	32704	0	2.44	0	0
chr1	32710	4.07683283	1.66	0	0
chr1	32720	0	1.92	0	0
chr1	32770	0	2.5	0	0
chr1	32791	0	2.52	0	0
chr1	32949	2.38225022	2.48	0	0
chr1	33143	0	1.98	0	0
chr1	33181	1.06745908	1.98	0	0
chr1	33222	0.81681459	1.94	0	0
chr1	33292	3.67748751	2.08	0	0
chr1	33341	0.16382201	2.28	0	0
chr1	33367	0.16794344	2.26	0	0
chr1	33442	0	1.64	0	0
chr1	33520	0	2.2	0	0
chr1	33550	0	2.04	0	0
chr1	33596	0	1.6	0	0
chr1	33615	1e-08	1.46	0	0
chr1	33694	0.09888591	2.78	0	0
chr1	33721	0	2.14	0	0
chr1	33722	0	1.7	0	0
chr1	33798	0	2.48	0	0
chr1	33836	1.96236346	2.94	0	0
chr1	33859	0.03132276	2.28	0	0
chr1	33890	0	1.72	0	0
chr1	33940	0.06545708	1.26	0	0
chr1	33975	0.11112644	1.8	0	0
chr1	33982	1.49200231	2.04	0	0
chr1	34051	1.00450947	2.24	0	0
chr1	34075	1.97024172	1.68	0	0
chr1	34161	0	2.18	0	0
chr1	34164	0	1.62	0	0
chr1	34277	0.29748536	1.88	0	0
chr1	34299	0	1.5	0	0
chr1	34332	0.55033512	2.08	0	0
chr1	34371	0	2.58	0	0
chr1	34748	0	1.66	0	0
chr1	34818	0.54129394	1.82	0	0
chr1	34830	0.00820275	1.56	0	0
chr1	34853	0	1.7	0	0
chr1	34870	5.28424465	1.4	0	0
chr1	34937	2.76675081	1.74	0	0
chr1	35001	0.06407672	1.82	0	0
chr1	35004	3.19254139	2.14	0	0
chr1	35043	0.79634386	2.2	0	0
chr1	35094	0	1.86	0	0
