seqid	pos	state
chr1	8211	0
chr1	8282	0
chr1	8359	0
chr1	8374	0
chr1	8409	0
chr1	8420	0
chr1	8436	0
chr1	8442	0
chr1	8466	0
chr1	8488	0
chr1	8531	0
chr1	8534	0
chr1	8536	0
chr1	8542	0
chr1	8576	0
chr1	8686	0
chr1	8694	0
chr1	8708	0
chr1	8720	0
chr1	8894	1
chr1	8979	1
chr1	8989	1
chr1	9023	1
chr1	9032	1
chr1	9068	1
chr1	9070	1
chr1	9083	1
chr1	9121	1
chr1	9137	1
chr1	9185	1
chr1	9223	1
chr1	9251	1
chr1	9337	1
chr1	9387	1
chr1	9425	1
chr1	9442	1
chr1	9489	1
chr1	9517	1
chr1	9562	1
chr1	9572	1
chr1	9595	1
chr1	9618	1
chr1	9671	1
chr1	9683	1
chr1	9768	1
chr1	9772	1
chr1	9925	1
chr1	9926	1
chr1	10011	1
chr1	10088	1
chr1	10134	1
chr1	10176	1
chr1	10197	1
chr1	10198	1
chr1	10219	1
chr1	10258	1
chr1	10263	1
chr1	10330	1
chr1	10331	1
chr1	10348	1
chr1	10409	1
chr1	10451	1
chr1	10728	1
chr1	10731	1
chr1	10809	1
chr1	10858	1
chr1	10939	1
chr1	11061	1
chr1	11107	1
chr1	11114	1
chr1	11163	1
chr1	11204	0
chr1	11310	0
chr1	11429	0
chr1	11496	0
chr1	11500	0
chr1	11611	0
chr1	11658	0
chr1	11701	0
chr1	11747	0
chr1	11809	0
chr1	11883	0
chr1	11897	0
chr1	11918	0
chr1	11932	0
chr1	12161	0
chr1	12167	0
chr1	12263	0
chr1	12269	0
chr1	12321	0
chr1	12343	0
chr1	12363	0
chr1	12427	0
chr1	12445	0
chr1	12568	0
chr1	12577	0
chr1	12633	0
chr1	12642	0
chr1	12710	0
chr1	12776	0
chr1	12798	0
chr1	12890	0
chr1	12896	0
chr1	12900	0
chr1	12968	0
chr1	13110	0
chr1	13118	0
chr1	13133	0
chr1	13187	0
chr1	13198	0
chr1	13274	0
chr1	13282	0
chr1	13449	0
chr1	13494	0
chr1	13497	0
chr1	13531	0
chr1	13562	0
chr1	13590	0
chr1	13639	0
chr1	13650	0
chr1	13802	0
chr1	13830	0
chr1	14023	0
chr1	14058	0
chr1	14125	0
chr1	14211	0
chr1	14214	0
chr1	14218	0
chr1	14313	0
chr1	14349	0
chr1	14350	0
chr1	14363	0
chr1	14394	0
chr1	14402	0
chr1	14426	0
chr1	14509	0
chr1	14538	0
chr1	14594	0
chr1	14608	0
chr1	14665	0
chr1	14666	0
chr1	14792	0
chr1	14803	0
chr1	14891	0
chr1	14942	0
chr1	14945	0
chr1	15070	0
chr1	15088	0
chr1	15121	0
chr1	15146	0
chr1	15151	0
chr1	15157	0
chr1	15258	0
chr1	15397	0
chr1	15427	0
chr1	15433	0
chr1	15620	0
chr1	15692	0
chr1	15782	0
chr1	15797	0
chr1	15831	0
chr1	15842	0
chr1	15999	0
chr1	16037	0
chr1	16039	0
chr1	16056	0
chr1	16117	0
chr1	16125	0
chr1	16175	0
chr1	16237	0
chr1	16307	0
chr1	16328	0
chr1	16345	0
chr1	16369	0
chr1	16379	0
chr1	16440	0
chr1	16679	0
chr1	16784	0
chr1	16816	0
chr1	16867	0
chr1	16881	0
chr1	16933	0
chr1	16958	0
chr1	17013	0
chr1	17016	0
chr1	17126	0
chr1	17141	0
chr1	17296	0
chr1	17323	0
chr1	17405	0
chr1	17418	0
chr1	17615	0
chr1	17692	0
chr1	17707	0
chr1	17833	0
chr1	17871	0
chr1	17897	0
chr1	17914	0
chr1	17980	0
chr1	18063	0
chr1	18104	0
chr1	18186	0
chr1	18204	0
chr1	18230	0
chr1	18358	0
chr1	18420	0
chr1	18481	0
chr1	18496	0
chr1	18546	0
chr1	18558	0
chr1	18561	0
chr1	18704	0
chr1	18740	0
chr1	18776	0
chr1	18896	0
chr1	18939	0
chr1	19021	0
chr1	19027	0
chr1	19049	0
chr1	19118	0
chr1	19187	0
chr1	19192	0
chr1	19226	0
chr1	19228	0
chr1	19297	0
chr1	19326	0
chr1	19334	0
chr1	19355	0
chr1	19379	0
chr1	19390	0
chr1	19480	0
chr1	19501	0
chr1	19575	0
chr1	19610	0
chr1	19644	0
chr1	19652	0
chr1	19762	0
chr1	19772	0
chr1	19799	0
chr1	19804	0
chr1	19898	0
chr1	19908	0
chr1	19921	0
chr1	19951	0
chr1	19953	0
chr1	19991	0
chr1	19997	0
chr1	20000	0
chr1	20015	0
chr1	20023	0
chr1	20029	0
chr1	20075	0
chr1	20076	0
chr1	20127	0
chr1	20136	0
chr1	20167	0
chr1	20180	0
chr1	20224	0
chr1	20261	0
chr1	20313	0
chr1	20389	0
chr1	20605	0
chr1	20696	0
chr1	20731	0
chr1	20746	0
chr1	20796	0
chr1	20899	0
chr1	20948	0
chr1	20972	0
chr1	21062	0
chr1	21223	0
chr1	21353	0
chr1	21380	0
chr1	21401	0
chr1	21414	0
chr1	21432	0
chr1	21598	0
chr1	21655	0
chr1	21715	0
chr1	21731	0
chr1	21792	0
chr1	21854	0
chr1	21883	0
chr1	21929	0
chr1	22288	0
chr1	22313	0
chr1	22465	0
chr1	22537	0
chr1	22572	0
chr1	22675	0
chr1	22730	0
chr1	22749	0
chr1	22755	0
chr1	22792	0
chr1	22793	0
chr1	22804	0
chr1	22833	0
chr1	22943	0
chr1	23049	0
chr1	23060	0
chr1	23103	0
chr1	23214	0
chr1	23360	0
chr1	23371	0
chr1	23392	0
chr1	23430	0
chr1	23493	0
chr1	23496	0
chr1	23503	0
chr1	23637	0
chr1	23648	0
chr1	23863	0
chr1	23881	0
chr1	23902	0
chr1	23907	0
chr1	23998	0
chr1	24019	0
chr1	24066	0
chr1	24123	0
chr1	24169	0
chr1	24178	0
chr1	24182	0
chr1	24253	0
chr1	24259	0
chr1	24264	0
chr1	24298	0
chr1	24360	0
chr1	24361	0
chr1	24422	0
chr1	24427	0
chr1	24433	0
chr1	24538	0
chr1	24574	0
chr1	24597	0
chr1	24634	0
chr1	24635	0
chr1	24729	0
chr1	24790	1
chr1	24831	1
chr1	24870	1
chr1	24882	1
chr1	24931	1
chr1	24962	1
chr1	25044	1
chr1	25131	1
chr1	25172	0
chr1	25271	0
chr1	25289	0
chr1	25423	0
chr1	25479	0
chr1	25581	0
chr1	25602	0
chr1	25677	0
chr1	25743	0
chr1	25752	0
chr1	25847	0
chr1	25854	0
chr1	25863	0
chr1	25999	0
chr1	26034	0
chr1	26133	0
chr1	26155	0
chr1	26198	0
chr1	26205	0
chr1	26244	0
chr1	26247	0
chr1	26273	1
chr1	26279	1
chr1	26324	1
chr1	26328	1
chr1	26393	1
chr1	26400	1
chr1	26416	1
chr1	26446	1
chr1	26525	1
chr1	26548	1
chr1	26619	1
chr1	26625	1
chr1	26635	1
chr1	26723	1
chr1	26800	1
chr1	26813	1
chr1	26855	1
chr1	26948	0
chr1	26979	0
chr1	27059	0
chr1	27061	0
chr1	27066	0
chr1	27072	0
chr1	27075	0
chr1	27083	0
chr1	27151	0
chr1	27184	0
chr1	27188	0
chr1	27230	0
chr1	27239	0
chr1	27305	0
chr1	27460	0
chr1	27543	0
chr1	27557	0
chr1	27586	0
chr1	27631	0
chr1	27677	0
chr1	27753	0
chr1	27798	0
chr1	27801	0
chr1	27825	0
chr1	27830	0
chr1	27876	0
chr1	27959	0
chr1	28008	0
chr1	28095	0
chr1	28137	0
chr1	28169	0
chr1	28173	0
chr1	28188	0
chr1	28297	0
chr1	28302	0
chr1	28366	0
chr1	28371	0
chr1	28491	0
chr1	28499	0
chr1	28590	0
chr1	28713	0
chr1	28730	0
chr1	28783	0
chr1	28829	0
chr1	28875	0
chr1	28935	0
chr1	28994	0
chr1	29023	0
chr1	29085	0
chr1	29187	0
chr1	29230	0
chr1	29292	0
chr1	29321	0
chr1	29440	0
chr1	29485	0
chr1	29575	0
chr1	29685	0
chr1	29904	0
chr1	29918	0
chr1	29948	0
chr1	30028	0
chr1	30032	0
chr1	30064	0
chr1	30073	0
chr1	30125	0
chr1	30152	0
chr1	30294	0
chr1	30297	0
chr1	30303	0
chr1	30393	0
chr1	30424	0
chr1	30473	0
chr1	30474	0
chr1	30509	0
chr1	30588	0
chr1	30629	0
chr1	30732	0
chr1	30759	0
chr1	30772	0
chr1	30863	0
chr1	30925	0
chr1	30937	0
chr1	30945	0
chr1	30948	0
chr1	30955	0
chr1	31005	0
chr1	31042	0
chr1	31055	0
chr1	31066	0
chr1	31067	0
chr1	31168	0
chr1	31173	0
chr1	31218	0
chr1	31227	0
chr1	31282	0
chr1	31401	0
chr1	31412	0
chr1	31432	0
chr1	31534	0
chr1	31552	0
chr1	31586	0
chr1	31588	0
chr1	31642	0
chr1	31770	0
chr1	31844	0
chr1	31904	0
chr1	31912	0
chr1	31970	0
chr1	31980	0
chr1	32030	0
chr1	32047	0
chr1	32069	0
chr1	32143	0
chr1	32177	0
chr1	32191	0
chr1	32241	0
chr1	32277	0
chr1	32289	0
chr1	32312	0
chr1	32337	0
chr1	32378	0
chr1	32470	0
chr1	32475	0
chr1	32492	0
chr1	32572	0
chr1	32590	0
chr1	32594	0
chr1	32659	0
chr1	32684	0
chr1	32704	0
chr1	32710	0
chr1	32720	0
chr1	32770	0
chr1	32791	0
chr1	32949	0
chr1	33143	0
chr1	33181	0
chr1	33222	0
chr1	33292	0
chr1	33341	0
chr1	33367	0
chr1	33442	0
chr1	33520	0
chr1	33550	0
chr1	33596	0
chr1	33615	0
chr1	33694	0
chr1	33721	0
chr1	33722	0
chr1	33798	0
chr1	33836	0
chr1	33859	0
chr1	33890	0
chr1	33940	0
chr1	33975	0
chr1	33982	0
chr1	34051	0
chr1	34075	0
chr1	34161	0
chr1	34164	0
chr1	34277	0
chr1	34299	0
chr1	34332	0
chr1	34371	0
chr1	34748	0
chr1	34818	0
chr1	34830	0
chr1	34853	0
chr1	34870	0
chr1	34937	0
chr1	35001	0
chr1	35004	0
chr1	35043	0
chr1	35094	0
chr1	35159	0
chr1	35185	0
chr1	35251	0
chr1	35317	0
chr1	35415	0
chr1	35460	0
chr1	35536	0
chr1	35639	0
chr1	35692	0
chr1	35744	0
chr1	35788	0
chr1	35854	0
chr1	35873	0
chr1	35915	0
chr1	35956	0
chr1	35986	0
chr1	36055	0
chr1	36076	0
chr1	36144	0
chr1	36255	0
chr1	36322	0
chr1	36351	0
chr1	36405	0
chr1	36443	0
chr1	36469	0
chr1	36489	0
chr1	36516	0
chr1	36541	0
chr1	36572	0
chr1	36581	0
chr1	36630	0
chr1	36660	0
chr1	36688	0
chr1	36699	0
chr1	36763	0
chr1	36776	0
chr1	36783	0
chr1	36896	0
chr1	36998	0
chr1	37003	0
chr1	37029	0
chr1	37082	0
chr1	37143	0
chr1	37151	0
chr1	37152	0
chr1	37157	0
chr1	37158	0
chr1	37219	0
chr1	37272	0
chr1	37279	0
chr1	37346	0
chr1	37386	0
chr1	37511	0
chr1	37524	0
chr1	37617	0
chr1	37672	0
chr1	37673	0
chr1	37767	1
chr1	37822	1
chr1	37931	1
chr1	37993	1
chr1	38003	1
chr1	38068	1
chr1	38078	1
chr1	38126	1
chr1	38257	1
chr1	38375	0
chr1	38449	0
chr1	38473	0
chr1	38512	0
chr1	38638	0
chr1	38642	0
chr1	38734	0
chr1	38755	0
chr1	38790	0
chr1	38794	0
chr1	38846	0
chr1	38879	0
chr1	38895	0
chr1	38904	0
chr1	39029	0
chr1	39046	0
chr1	39151	0
chr1	39201	0
chr1	39349	0
chr1	39389	0
chr1	39428	0
chr1	39433	0
chr1	39449	0
chr1	39450	0
chr1	39470	0
chr1	39568	0
chr1	39641	0
chr1	39747	0
chr1	39814	0
chr1	39816	0
chr1	39855	0
chr1	39901	0
chr1	39989	0
chr1	39991	0
chr1	40018	0
chr1	40127	0
chr1	40263	0
chr1	40269	0
chr1	40283	0
chr1	40311	0
chr1	40328	0
chr1	40348	0
chr1	40425	0
chr1	40489	0
chr1	40723	0
chr1	40757	0
chr1	40771	0
chr1	40840	0
chr1	40888	0
chr1	41064	0
chr1	41071	0
chr1	41073	0
chr1	41205	0
chr1	41334	0
chr1	41426	0
chr1	41488	0
chr1	41609	0
chr1	41615	0
chr1	41656	0
chr1	41668	0
chr1	41931	0
chr1	41972	0
chr1	42094	0
chr1	42335	0
chr1	42349	0
chr1	42499	0
chr1	42725	0
chr1	42823	0
chr1	42847	0
chr1	42861	0
chr1	42875	0
chr1	42891	0
chr1	42913	0
chr1	42991	0
chr1	43032	0
chr1	43108	0
chr1	43156	0
chr1	43176	0
chr1	43272	0
chr1	43276	0
chr1	43317	0
chr1	43442	0
chr1	43463	0
chr1	43530	0
chr1	43557	0
chr1	43586	0
chr1	43598	0
chr1	43641	0
chr1	43647	0
chr1	43742	0
chr1	43745	0
chr1	43807	0
chr1	43818	0
chr1	43832	0
chr1	43887	0
chr1	43904	0
chr1	43995	0
chr1	44054	0
chr1	44076	0
chr1	44153	0
chr1	44170	0
chr1	44203	0
chr1	44208	0
chr1	44238	0
chr1	44246	0
chr1	44248	0
chr1	44251	0
chr1	44277	0
chr1	44280	0
chr1	44293	0
chr1	44322	0
chr1	44366	0
chr1	44445	0
chr1	44451	0
chr1	44452	0
chr1	44484	0
chr1	44487	0
chr1	44512	0
chr1	44552	0
chr1	44564	0
chr1	44597	0
chr1	44614	0
chr1	44736	0
chr1	44763	0
chr1	44792	0
chr1	44869	0
chr1	44978	0
chr1	45013	0
chr1	45101	0
chr1	45221	0
chr1	45294	0
chr1	45303	0
chr1	45336	0
chr1	45350	0
chr1	45378	0
chr1	45401	0
chr1	45481	0
chr1	45664	0
chr1	45694	0
chr1	45732	0
chr1	45743	0
chr1	45757	0
chr1	45813	0
chr1	45880	0
chr1	45881	0
chr1	45920	0
chr1	45929	0
chr1	45959	0
chr1	45961	0
chr1	46023	0
chr1	46081	0
chr1	46092	0
chr1	46149	0
chr1	46237	0
chr1	46246	0
chr1	46281	0
chr1	46312	0
chr1	46336	0
chr1	46402	0
chr1	46529	0
chr1	46567	0
chr1	46643	0
chr1	46757	0
chr1	46767	0
chr1	46825	0
chr1	46918	0
chr1	46931	0
chr1	46946	0
chr1	46974	0
chr1	47061	0
chr1	47162	0
chr1	47167	0
chr1	47596	0
chr1	47681	0
chr1	47718	0
chr1	47838	0
chr1	47922	0
chr1	47961	0
chr1	47969	0
chr1	48004	0
chr1	48036	0
chr1	48058	0
chr1	48079	0
chr1	48205	0
chr1	48228	0
chr1	48329	0
chr1	48391	0
chr1	48464	0
chr1	48516	0
chr1	48647	0
chr1	48652	0
chr1	48664	0
chr1	48693	0
chr1	48733	0
chr1	48792	0
chr1	48841	0
chr1	48905	0
chr1	49021	0
chr1	49026	0
chr1	49139	0
chr1	49147	0
chr1	49181	0
chr1	49200	0
chr1	49212	0
chr1	49258	0
chr1	49280	0
chr1	49291	0
chr1	49297	0
chr1	49457	0
chr1	49544	0
chr1	49591	0
chr1	49616	0
chr1	49674	0
chr1	49682	0
chr1	49693	0
chr1	49706	0
chr1	49730	0
chr1	49765	0
chr1	49775	0
chr1	49809	0
chr1	49823	0
chr1	49845	0
chr1	49910	0
chr1	49978	0
chr1	50024	0
chr1	50163	0
chr1	50292	0
chr1	50406	0
chr1	50442	0
chr1	50463	0
chr1	50508	0
chr1	50524	0
chr1	50537	0
chr1	50559	0
chr1	50567	0
chr1	50611	0
chr1	50662	0
chr1	50670	0
chr1	50705	0
chr1	50722	0
chr1	50753	0
chr1	50755	0
chr1	50768	0
chr1	50774	0
chr1	50784	0
chr1	50826	0
chr1	50929	0
chr1	51021	0
chr1	51025	0
chr1	51065	0
chr1	51105	0
chr1	51167	0
chr1	51289	0
chr1	51317	0
chr1	51341	0
chr1	51346	0
chr1	51437	0
chr1	51491	0
chr1	51541	0
chr1	51636	0
chr1	51688	0
chr1	51718	0
chr1	51742	0
chr1	51798	0
chr1	51839	0
chr1	51941	0
chr1	52020	0
chr1	52114	0
chr1	52125	0
chr1	52136	0
chr1	52137	0
chr1	52180	0
chr1	52448	0
chr1	52460	0
chr1	52568	0
chr1	52650	0
chr1	52818	0
chr1	52864	0
chr1	52938	0
chr1	52974	0
chr1	52987	0
chr1	53061	0
chr1	53066	0
chr1	53071	0
chr1	53077	0
chr1	53102	0
chr1	53130	0
chr1	53131	0
chr1	53296	0
chr1	53316	0
chr1	53326	0
chr1	53340	0
chr1	53389	0
chr1	53435	0
chr1	53477	0
chr1	53564	0
chr1	53577	0
chr1	53608	0
chr1	53610	0
chr1	53628	0
chr1	53674	0
chr1	53718	0
chr1	53776	0
chr1	53805	0
chr1	53818	0
chr1	53963	0
chr1	53967	0
chr1	54020	0
chr1	54046	0
chr1	54069	0
chr1	54116	0
chr1	54132	0
chr1	54134	0
chr1	54235	0
chr1	54265	0
chr1	54286	0
chr1	54316	0
chr1	54329	0
chr1	54354	0
chr1	54444	0
chr1	54466	0
chr1	54496	0
chr1	54498	0
chr1	54522	0
chr1	54560	0
chr1	54578	0
chr1	54581	0
chr1	54592	0
chr1	54688	0
chr1	54768	0
chr1	54782	0
chr1	54826	0
chr1	54916	0
chr1	54938	0
chr1	54994	0
chr1	55068	0
chr1	55126	0
chr1	55145	0
chr1	55186	0
chr1	55202	0
chr1	55223	0
chr1	55224	0
chr1	55283	0
chr1	55333	0
chr1	55365	0
chr1	55400	0
chr1	55549	0
chr1	55662	0
chr1	55692	0
chr1	55760	0
chr1	55773	0
chr1	55798	0
chr1	55813	0
chr1	55888	0
chr1	55924	0
chr1	55940	0
chr1	55962	0
chr1	56018	0
chr1	56033	0
chr1	56166	0
chr1	56212	0
chr1	56290	0
chr1	56352	0
chr1	56406	0
chr1	56425	0
chr1	56477	0
chr1	56486	0
chr1	56590	0
chr1	56619	0
chr1	56658	0
chr1	56674	0
chr1	56711	0
chr1	56721	0
chr1	56794	0
chr1	56796	0
chr1	56858	0
chr1	56912	0
chr1	56931	0
chr1	56964	0
chr1	57241	0
chr1	57254	0
chr1	57284	0
chr1	57337	0
chr1	57362	0
chr1	57408	0
chr1	57460	0
chr1	57463	0
chr1	57493	0
chr1	57507	0
chr1	57522	0
chr1	57611	0
chr1	57645	0
chr1	57718	0
chr1	57785	0
chr1	57935	0
chr1	57949	0
chr1	57975	0
chr1	58036	0
chr1	58071	0
chr1	58115	0
chr1	58178	0
chr1	58207	0
chr1	58318	0
chr1	58323	0
chr1	58400	0
chr1	58735	0
chr1	58811	0
chr1	58812	0
chr1	58853	0
chr1	58937	0
chr1	58947	0
chr1	58960	0
chr1	58995	0
chr1	59069	0
chr1	59139	0
chr1	59271	0
chr1	59287	0
chr1	59377	0
chr1	59455	0
chr1	59500	0
chr1	59516	0
chr1	59535	0
chr1	59552	0
chr1	59595	0
chr1	59616	0
chr1	59717	0
chr1	59796	0
chr1	59825	0
chr1	59828	0
chr1	59897	0
chr1	59921	0
chr1	60059	0
chr1	60166	0
chr1	60262	0
chr1	60334	0
chr1	60336	0
chr1	60386	0
chr1	60415	0
chr1	60418	0
chr1	60428	0
chr1	60467	0
chr1	60489	0
chr1	60665	0
chr1	60685	0
chr1	60715	0
chr1	60776	0
chr1	60789	0
chr1	60817	0
chr1	60836	0
chr1	60849	0
chr1	60874	0
chr1	60888	0
chr1	60894	0
chr1	60974	0
chr1	61009	0
chr1	61050	0
chr1	61168	0
chr1	61195	0
chr1	61210	0
chr1	61273	0
chr1	61306	0
chr1	61314	0
chr1	61347	0
chr1	61446	0
chr1	61494	0
chr1	61501	0
chr1	61507	0
chr1	61650	0
chr1	61676	0
chr1	61731	0
chr1	61736	0
chr1	61749	0
chr1	61767	0
chr1	61813	0
chr1	61861	0
chr1	61914	0
chr1	61932	0
chr1	61934	0
chr1	61982	0
chr1	62103	0
chr1	62127	0
chr1	62133	0
chr1	62137	0
chr1	62332	0
chr1	62335	0
chr1	62353	0
chr1	62390	0
chr1	62420	0
chr1	62529	0
chr1	62530	0
chr1	62532	0
chr1	62556	0
chr1	62560	0
chr1	62613	0
chr1	62665	0
chr1	62712	0
chr1	62723	0
chr1	62789	0
chr1	62812	0
chr1	62893	0
chr1	62916	0
chr1	62917	0
chr1	62919	0
chr1	62998	0
chr1	63220	0
chr1	63278	0
chr1	63303	0
chr1	63318	0
chr1	63368	0
chr1	63462	0
chr1	63483	0
chr1	63608	0
chr1	63632	0
chr1	63668	0
chr1	63822	0
chr1	63839	0
chr1	63855	0
chr1	63889	0
chr1	63921	0
chr1	63930	0
chr1	63995	0
chr1	64010	0
chr1	64014	0
chr1	64040	0
chr1	64043	0
chr1	64057	0
chr1	64072	0
chr1	64200	0
chr1	64317	0
chr1	64319	0
chr1	64548	0
chr1	64724	0
chr1	64726	0
chr1	64728	0
chr1	64787	0
chr1	64793	0
chr1	64798	0
chr1	64846	0
chr1	64853	0
chr1	64919	0
chr1	64945	0
chr1	64967	0
chr1	65014	0
chr1	65018	0
chr1	65103	0
chr1	65186	0
chr1	65302	0
chr1	65305	0
chr1	65361	0
chr1	65379	0
chr1	65387	0
chr1	65405	0
chr1	65408	0
chr1	65561	0
chr1	65590	0
chr1	65616	0
chr1	65781	0
chr1	65813	0
chr1	65820	0
chr1	65845	0
chr1	65852	0
chr1	65911	0
chr1	65974	0
chr1	66015	0
chr1	66067	0
chr1	66078	0
chr1	66105	0
chr1	66229	0
chr1	66231	0
chr1	66242	0
chr1	66291	0
chr1	66296	0
chr1	66402	0
chr1	66424	0
chr1	66435	0
chr1	66486	0
chr1	66560	0
chr1	66746	0
chr1	66790	0
chr1	66816	0
chr1	66857	0
chr1	67021	0
chr1	67070	0
chr1	67093	0
chr1	67113	0
chr1	67124	0
chr1	67171	0
chr1	67223	0
chr1	67224	0
chr1	67241	0
chr1	67307	0
chr1	67375	0
chr1	67414	0
chr1	67432	0
chr1	67462	0
chr1	67496	0
chr1	67501	0
chr1	67620	0
chr1	67659	0
chr1	67669	0
chr1	67677	0
chr1	67723	0
chr1	67733	0
chr1	67735	0
chr1	67977	0
chr1	68064	0
chr1	68069	0
chr1	68070	0
chr1	68313	0
chr1	68348	0
chr1	68353	0
chr1	68408	0
chr1	68413	0
chr1	68577	0
chr1	68637	0
chr1	68647	0
chr1	68885	0
chr1	69024	0
chr1	69094	0
chr1	69113	0
chr1	69187	0
chr1	69194	0
chr1	69300	0
chr1	69344	0
chr1	69505	0
chr1	69640	0
chr1	69713	0
chr1	69739	0
chr1	69796	0
chr1	69806	0
chr1	69873	0
chr1	69929	0
chr1	69948	0
chr1	69984	0
chr1	70049	0
chr1	70117	0
chr1	70303	0
chr1	70416	0
chr1	70418	0
chr1	70426	0
chr1	70561	0
chr1	70568	0
chr1	70624	0
chr1	70689	0
chr1	70704	0
chr1	70846	0
chr1	70877	0
chr1	70910	0
chr1	70925	0
chr1	70985	0
chr1	71047	0
chr1	71084	0
chr1	71086	0
chr1	71091	0
chr1	71141	0
chr1	71162	0
chr1	71211	0
chr1	71360	0
chr1	71368	0
chr1	71487	0
chr1	71509	0
chr1	71535	0
chr1	71537	0
chr1	71583	0
chr1	71598	0
chr1	71622	0
chr1	71659	0
chr1	71690	0
chr1	71708	0
chr1	71720	0
chr1	71732	0
chr1	71832	0
chr1	71930	0
chr1	71947	0
chr1	71976	0
chr1	72034	0
chr1	72056	0
chr1	72057	0
chr1	72082	0
chr1	72146	0
chr1	72175	0
chr1	72299	0
chr1	72301	0
chr1	72339	0
chr1	72466	0
chr1	72503	0
chr1	72506	0
chr1	72543	0
chr1	72654	0
chr1	72791	0
chr1	72951	0
chr1	72988	0
chr1	72991	0
chr1	73051	0
chr1	73055	0
chr1	73067	0
chr1	73155	0
chr1	73181	0
chr1	73187	0
chr1	73339	0
chr1	73361	0
chr1	73362	0
chr1	73383	0
chr1	73395	0
chr1	73447	0
chr1	73462	0
chr1	73492	0
chr1	73509	0
chr1	73531	0
chr1	73635	1
chr1	73687	1
chr1	73699	1
chr1	73734	1
chr1	73749	1
chr1	73870	1
chr1	73899	1
chr1	73906	1
chr1	73910	1
chr1	73930	1
chr1	73932	1
chr1	73936	1
chr1	73960	1
chr1	74017	1
chr1	74121	1
chr1	74158	0
chr1	74187	0
chr1	74313	0
chr1	74380	0
chr1	74414	0
chr1	74494	0
chr1	74529	0
chr1	74555	0
chr1	74622	0
chr1	74651	0
chr1	74664	0
chr1	74696	0
chr1	74732	0
chr1	74746	0
chr1	74754	0
chr1	74868	0
chr1	74970	0
chr1	75020	0
chr1	75097	0
chr1	75185	0
chr1	75199	0
chr1	75214	0
chr1	75251	0
chr1	75261	0
chr1	75311	0
chr1	75316	0
chr1	75375	0
chr1	75390	0
chr1	75414	0
chr1	75533	0
chr1	75583	0
chr1	75621	0
chr1	75623	0
chr1	75644	0
chr1	75669	0
chr1	75697	0
chr1	75722	0
chr1	75768	0
chr1	75858	0
chr1	75868	0
chr1	75874	0
chr1	75896	0
chr1	76092	0
chr1	76100	0
chr1	76109	0
chr1	76205	0
chr1	76224	0
chr1	76249	0
chr1	76277	0
